playlist_id,track_id,position,added_date
247,720,25,18-10-2023
247,763,26,26-02-2023
247,584,27,18-10-2023
247,710,28,25-03-2023
650,300,1,16-05-2022
650,134,2,27-01-2022
650,883,3,20-07-2022
650,348,4,06-08-2021
650,972,5,04-08-2021
650,749,6,18-10-2021
650,329,7,04-08-2021
921,342,1,30-01-2024
921,734,2,20-02-2023
921,343,3,02-07-2023
921,642,4,22-03-2023
921,809,5,27-07-2023
921,994,6,07-05-2023
921,912,7,16-05-2023
921,94,8,08-10-2023
921,649,9,28-05-2023
921,640,10,20-01-2024
921,580,11,16-09-2023
921,987,12,07-04-2023
921,783,13,01-01-2024
921,862,14,20-10-2023
921,659,15,22-11-2023
921,414,16,01-10-2023
921,38,17,05-08-2023
921,61,18,04-10-2023
921,375,19,05-06-2023
921,725,20,26-10-2023
921,226,21,11-06-2023
921,422,22,25-09-2023
921,505,23,18-02-2023
921,284,24,12-03-2023
921,1000,25,21-02-2023
921,979,26,13-09-2023
800,321,1,22-04-2025
800,856,2,24-05-2025
800,719,3,13-08-2024
800,994,4,17-05-2025
800,172,5,15-05-2025
800,156,6,22-10-2024
198,801,1,03-03-2023
198,77,2,17-12-2022
198,969,3,11-09-2023
198,940,4,08-04-2023
198,370,5,29-05-2023
198,320,6,19-02-2023
198,69,7,12-07-2023
198,768,8,03-10-2023
198,846,9,13-03-2023
198,930,10,23-08-2023
198,107,11,23-11-2022
198,633,12,12-08-2023
198,172,13,15-08-2023
198,278,14,04-11-2022
198,737,15,02-03-2023
198,353,16,08-12-2022
198,857,17,20-05-2023
198,417,18,06-07-2023
198,181,19,01-01-2023
198,469,20,24-09-2023
198,430,21,13-04-2023
198,149,22,01-05-2023
198,645,23,28-05-2023
198,605,24,15-11-2022
198,853,25,06-08-2023
198,700,26,03-05-2023
198,602,27,03-07-2023
198,311,28,07-06-2023
856,744,1,19-10-2024
856,542,2,21-12-2024
856,362,3,06-07-2025
856,741,4,04-09-2025
856,180,5,30-09-2025
856,509,6,27-08-2025
856,221,7,06-02-2025
856,316,8,09-09-2025
856,384,9,06-08-2025
856,960,10,28-12-2024
856,608,11,01-05-2025
856,742,12,20-02-2025
856,671,13,04-12-2024
856,730,14,15-12-2024
856,795,15,17-04-2025
856,129,16,20-02-2025
856,932,17,12-08-2025
856,278,18,01-01-2025
856,209,19,01-08-2025
856,723,20,12-05-2025
856,238,21,18-07-2025
856,7,22,10-01-2025
856,521,23,24-06-2025
856,739,24,20-09-2025
856,446,25,18-01-2025
856,513,26,26-08-2025
856,80,27,22-06-2025
856,361,28,03-10-2024
856,990,29,24-12-2024
856,471,30,09-07-2025
856,122,31,24-08-2025
856,980,32,31-07-2025
856,863,33,25-01-2025
856,563,34,09-05-2025
856,99,35,03-03-2025
856,997,36,02-03-2025
856,342,37,12-10-2024
856,853,38,10-02-2025
856,23,39,31-07-2025
856,478,40,20-07-2025
856,85,41,27-07-2025
856,627,42,16-05-2025
856,333,43,28-06-2025
856,861,44,12-11-2024
856,537,45,08-09-2025
856,659,46,22-08-2025
856,224,47,29-07-2025
856,477,48,29-09-2025
56,772,1,04-02-2022
56,521,2,12-08-2022
56,648,3,01-10-2021
56,97,4,03-01-2022
56,970,5,11-12-2021
56,273,6,19-05-2022
56,739,7,17-03-2022
56,713,8,23-03-2022
56,100,9,10-09-2021
56,630,10,24-08-2021
56,763,11,13-05-2022
56,328,12,25-08-2021
56,588,13,14-12-2021
56,725,14,18-12-2021
56,162,15,01-02-2022
56,308,16,26-10-2021
56,674,17,14-01-2022
56,619,18,11-03-2022
56,320,19,03-10-2021
56,468,20,16-01-2022
56,594,21,28-07-2022
56,91,22,04-06-2022
56,833,23,22-10-2021
56,146,24,04-10-2021
56,994,25,14-01-2022
56,83,26,03-09-2021
56,947,27,23-11-2021
56,435,28,14-10-2021
56,393,29,29-01-2022
56,475,30,05-03-2022
56,209,31,26-07-2022
56,820,32,08-01-2022
56,944,33,26-01-2022
56,598,34,14-04-2022
617,341,1,19-04-2024
617,278,2,13-07-2024
617,974,3,31-05-2024
617,652,4,25-08-2024
617,931,5,22-03-2024
617,754,6,07-07-2024
617,320,7,27-09-2024
617,40,8,29-11-2024
617,660,9,22-09-2024
617,409,10,05-04-2024
617,725,11,31-08-2024
617,359,12,09-05-2024
617,100,13,06-10-2024
617,142,14,16-01-2024
617,668,15,08-11-2024
617,32,16,23-09-2024
617,657,17,09-10-2024
617,353,18,17-10-2024
617,832,19,06-07-2024
617,101,20,26-03-2024
617,542,21,17-05-2024
617,316,22,10-04-2024
617,972,23,04-02-2024
617,199,24,23-12-2023
617,809,25,04-05-2024
617,439,26,25-04-2024
617,583,27,14-12-2023
617,697,28,03-05-2024
617,271,29,10-01-2024
617,939,30,04-08-2024
617,290,31,15-09-2024
617,499,32,23-11-2024
617,612,33,04-04-2024
617,181,34,24-03-2024
617,413,35,07-04-2024
617,927,36,16-12-2023
617,91,37,05-12-2024
617,801,38,15-08-2024
617,38,39,09-12-2024
617,678,40,27-10-2024
617,52,41,10-04-2024
617,798,42,22-09-2024
511,873,1,07-12-2023
511,655,2,12-06-2024
511,248,3,20-03-2024
511,136,4,17-08-2024
511,380,5,29-03-2024
511,457,6,21-02-2024
36,316,1,03-03-2024
36,115,2,27-11-2023
36,979,3,03-09-2024
36,366,4,30-01-2024
36,654,5,15-04-2024
36,457,6,24-06-2024
36,326,7,04-06-2024
36,770,8,14-06-2024
36,17,9,17-10-2023
36,795,10,29-06-2024
36,311,11,01-06-2024
36,214,12,28-07-2024
36,475,13,07-07-2024
36,946,14,04-03-2024
36,337,15,26-12-2023
36,633,16,18-06-2024
36,619,17,08-08-2024
36,982,18,10-01-2024
36,669,19,23-08-2024
36,49,20,28-07-2024
36,117,21,17-05-2024
36,142,22,17-10-2023
36,473,23,10-02-2024
36,972,24,17-01-2024
36,963,25,17-10-2023
726,893,1,03-03-2024
726,134,2,26-10-2023
726,204,3,07-05-2024
726,146,4,01-09-2023
726,889,5,27-01-2024
726,950,6,25-11-2023
726,60,7,08-09-2023
726,733,8,10-04-2024
726,123,9,19-11-2023
726,304,10,05-01-2024
726,521,11,24-02-2024
726,199,12,26-10-2023
726,410,13,31-03-2024
726,999,14,27-04-2024
726,830,15,11-04-2024
726,632,16,12-11-2023
726,473,17,21-01-2024
726,820,18,10-01-2024
726,136,19,04-07-2024
726,381,20,29-10-2023
726,911,21,07-09-2023
726,516,22,25-03-2024
726,828,23,23-04-2024
726,185,24,25-03-2024
726,45,25,22-02-2024
726,697,26,28-07-2024
726,754,27,14-02-2024
726,203,28,01-02-2024
726,494,29,05-02-2024
726,359,30,29-02-2024
726,987,31,03-03-2024
726,556,32,28-06-2024
726,210,33,07-05-2024
726,346,34,24-02-2024
726,850,35,20-12-2023
726,101,36,02-06-2024
726,200,37,08-03-2024
298,513,1,21-09-2021
298,739,2,05-11-2021
298,350,3,12-11-2021
298,944,4,23-08-2021
298,806,5,06-10-2021
298,508,6,18-11-2021
298,401,7,23-10-2021
298,213,8,03-09-2021
298,71,9,20-08-2021
298,518,10,21-04-2021
298,94,11,10-01-2022
298,770,12,11-01-2022
298,842,13,24-07-2021
298,185,14,11-04-2021
298,19,15,29-04-2021
298,432,16,13-05-2021
853,111,1,06-10-2024
853,735,2,07-11-2024
853,706,3,06-03-2024
853,94,4,02-04-2024
853,674,5,05-06-2024
853,452,6,23-07-2024
853,137,7,16-04-2024
853,999,8,26-06-2024
853,52,9,30-08-2024
853,256,10,10-09-2024
853,156,11,16-05-2024
853,770,12,31-05-2024
853,45,13,07-05-2024
853,456,14,30-11-2024
853,833,15,02-09-2024
853,348,16,13-09-2024
853,446,17,17-06-2024
853,179,18,27-05-2024
853,797,19,04-12-2024
853,574,20,02-10-2024
853,976,21,02-10-2024
853,382,22,01-08-2024
853,987,23,30-12-2023
853,642,24,29-12-2023
853,563,25,15-09-2024
853,846,26,17-09-2024
878,225,1,17-09-2023
878,90,2,02-01-2023
878,167,3,13-04-2023
878,516,4,11-08-2023
878,118,5,15-11-2023
878,577,6,27-12-2023
878,770,7,19-12-2023
878,366,8,09-01-2023
878,146,9,28-10-2023
878,319,10,18-08-2023
878,387,11,06-08-2023
878,271,12,06-03-2023
878,162,13,21-04-2023
878,388,14,12-01-2023
878,277,15,26-03-2023
878,865,16,21-08-2023
878,471,17,30-03-2023
878,149,18,09-11-2023
878,136,19,22-02-2023
878,52,20,11-01-2023
878,355,21,27-07-2023
878,638,22,13-01-2023
878,204,23,30-04-2023
878,70,24,19-01-2023
878,754,25,15-03-2023
878,827,26,30-08-2023
878,274,27,10-08-2023
878,834,28,10-03-2023
878,836,29,07-11-2023
878,751,30,29-07-2023
878,916,31,10-04-2023
878,505,32,04-07-2023
878,972,33,11-05-2023
878,614,34,20-04-2023
878,991,35,11-05-2023
878,730,36,19-01-2023
878,103,37,23-01-2023
878,611,38,14-08-2023
878,137,39,02-06-2023
878,911,40,19-10-2023
878,830,41,17-08-2023
878,496,42,05-11-2023
878,17,43,24-12-2023
878,409,44,20-07-2023
878,492,45,06-02-2023
878,57,46,16-09-2023
878,817,47,06-07-2023
878,394,48,25-02-2023
591,999,1,04-12-2023
591,589,2,14-12-2023
591,717,3,02-06-2023
591,449,4,02-12-2023
591,101,5,15-07-2023
591,491,6,21-08-2023
591,678,7,22-10-2023
591,331,8,02-07-2023
591,408,9,02-10-2023
591,257,10,23-03-2023
591,407,11,21-08-2023
591,199,12,23-03-2023
591,81,13,23-04-2023
591,963,14,08-06-2023
591,409,15,20-04-2023
591,829,16,29-01-2024
591,5,17,21-06-2023
591,706,18,05-05-2023
591,266,19,26-12-2023
591,72,20,06-04-2023
591,457,21,22-06-2023
591,873,22,26-03-2023
591,7,23,21-10-2023
591,146,24,22-05-2023
591,935,25,28-05-2023
591,992,26,20-01-2024
591,167,27,16-10-2023
591,385,28,02-06-2023
591,200,29,21-08-2023
627,956,1,14-02-2022
627,546,2,13-09-2021
627,671,3,29-06-2021
627,907,4,18-10-2021
627,516,5,06-10-2021
627,734,6,24-05-2021
627,355,7,28-04-2021
627,458,8,07-02-2022
627,674,9,10-01-2022
627,534,10,29-10-2021
627,820,11,15-09-2021
627,465,12,30-06-2021
627,134,13,07-06-2021
627,638,14,16-02-2022
627,412,15,20-11-2021
627,728,16,13-03-2022
627,983,17,05-04-2021
627,224,18,27-09-2021
627,342,19,09-09-2021
627,468,20,22-03-2021
627,400,21,24-05-2021
627,627,22,20-07-2021
627,378,23,22-08-2021
627,213,24,18-11-2021
627,179,25,04-10-2021
627,727,26,10-08-2021
627,198,27,05-08-2021
627,330,28,30-09-2021
627,394,29,16-08-2021
627,439,30,04-08-2021
627,895,31,22-01-2022
52,309,1,29-06-2022
52,238,2,19-03-2022
52,469,3,29-11-2021
52,811,4,13-07-2022
52,152,5,28-10-2021
52,244,6,07-12-2021
52,626,7,07-06-2022
52,420,8,13-06-2022
52,729,9,15-11-2021
52,280,10,07-01-2022
52,165,11,13-11-2021
52,374,12,17-05-2022
52,155,13,21-06-2022
52,720,14,18-03-2022
52,335,15,08-07-2022
52,827,16,30-12-2021
52,908,17,29-03-2022
52,678,18,17-04-2022
52,791,19,05-08-2022
52,103,20,26-06-2022
52,708,21,27-06-2022
52,348,22,15-12-2021
52,577,23,10-10-2021
52,625,24,26-07-2022
52,516,25,15-03-2022
52,989,26,26-12-2021
52,864,27,13-12-2021
52,526,28,26-11-2021
52,888,29,18-11-2021
52,995,30,28-05-2022
52,67,31,14-01-2022
52,690,32,30-04-2022
52,914,33,13-11-2021
52,762,34,14-08-2022
52,434,35,27-06-2022
52,700,36,22-06-2022
52,445,37,03-09-2022
52,208,38,02-10-2022
52,316,39,18-06-2022
52,734,40,12-07-2022
52,188,41,24-01-2022
52,377,42,30-09-2022
52,521,43,11-11-2021
52,380,44,10-05-2022
52,166,45,08-02-2022
52,751,46,10-10-2021
890,883,1,21-08-2025
890,346,2,21-08-2025
890,682,3,23-03-2025
890,51,4,26-03-2025
890,170,5,05-04-2025
890,574,6,31-12-2024
890,812,7,06-11-2024
890,868,8,04-06-2025
890,699,9,26-05-2025
890,729,10,25-01-2025
890,155,11,27-04-2025
890,601,12,28-03-2025
890,928,13,28-02-2025
890,667,14,01-02-2025
890,637,15,18-02-2025
890,629,16,25-09-2024
890,31,17,02-10-2024
890,795,18,25-06-2025
890,743,19,26-07-2025
890,598,20,02-07-2025
890,6,21,05-11-2024
890,580,22,28-05-2025
890,110,23,14-02-2025
890,134,24,19-01-2025
890,730,25,22-05-2025
890,798,26,13-07-2025
890,169,27,08-12-2024
890,764,28,08-01-2025
890,758,29,07-08-2025
890,966,30,20-05-2025
890,520,31,04-08-2025
890,34,32,07-06-2025
682,960,1,14-05-2022
682,657,2,26-03-2023
682,362,3,13-12-2022
682,744,4,04-03-2023
682,651,5,29-10-2022
682,924,6,01-11-2022
682,808,7,29-07-2022
682,678,8,16-11-2022
682,383,9,17-08-2022
682,19,10,12-12-2022
682,391,11,10-11-2022
682,466,12,05-07-2022
682,183,13,25-03-2023
682,746,14,21-05-2022
682,473,15,13-05-2022
682,584,16,25-08-2022
682,582,17,14-07-2022
682,370,18,27-02-2023
682,834,19,12-10-2022
682,734,20,10-05-2022
384,833,1,26-11-2022
384,674,2,11-06-2023
384,65,3,09-01-2023
384,521,4,11-05-2023
384,243,5,20-04-2023
384,454,6,14-06-2023
384,898,7,06-01-2023
384,380,8,02-06-2023
384,58,9,26-10-2022
384,741,10,18-12-2022
384,457,11,17-02-2023
384,787,12,03-06-2023
384,978,13,13-03-2023
384,266,14,28-06-2023
384,128,15,08-03-2023
384,66,16,08-09-2022
384,982,17,10-02-2023
384,49,18,05-10-2022
384,667,19,19-04-2023
85,748,1,30-09-2022
85,857,2,04-01-2022
85,316,3,20-01-2022
85,254,4,01-06-2022
85,217,5,23-09-2022
85,384,6,22-02-2022
85,871,7,21-07-2022
85,162,8,28-05-2022
85,516,9,08-09-2022
85,440,10,11-08-2022
85,912,11,29-03-2022
85,680,12,21-02-2022
85,94,13,10-04-2022
85,149,14,21-11-2021
85,556,15,01-08-2022
85,257,16,11-04-2022
85,418,17,16-02-2022
85,947,18,15-11-2021
85,584,19,21-09-2022
85,422,20,01-01-2022
85,178,21,25-07-2022
85,772,22,09-09-2022
85,454,23,05-06-2022
85,5,24,13-04-2022
85,574,25,17-08-2022
85,241,26,17-01-2022
85,0,27,01-10-2022
85,661,28,09-08-2022
85,751,29,24-05-2022
85,828,30,25-06-2022
85,430,31,12-09-2022
85,681,32,09-11-2021
85,379,33,04-08-2022
85,657,34,13-11-2021
85,916,35,20-10-2021
85,278,36,12-09-2022
85,311,37,07-07-2022
85,156,38,06-08-2022
85,189,39,01-12-2021
85,91,40,04-04-2022
85,652,41,13-11-2021
85,601,42,11-11-2021
85,223,43,13-04-2022
85,803,44,27-06-2022
85,222,45,27-02-2022
85,371,46,01-09-2022
85,692,47,07-02-2022
85,550,48,18-11-2021
505,751,1,07-05-2024
505,192,2,09-10-2023
505,983,3,22-10-2023
505,812,4,17-03-2024
505,181,5,19-07-2023
505,725,6,11-12-2023
505,669,7,22-06-2024
901,304,1,06-10-2024
901,580,2,26-09-2024
901,780,3,19-09-2024
901,848,4,02-04-2024
901,734,5,11-05-2024
901,725,6,25-03-2024
901,781,7,28-02-2024
901,965,8,17-04-2024
901,969,9,16-01-2024
901,161,10,22-06-2024
901,32,11,15-12-2024
901,348,12,05-12-2024
901,707,13,30-09-2024
901,249,14,29-06-2024
901,963,15,21-05-2024
901,690,16,06-06-2024
901,833,17,16-11-2024
901,271,18,27-01-2024
901,272,19,18-02-2024
901,107,20,09-01-2024
901,337,21,11-12-2024
901,840,22,01-03-2024
901,182,23,03-02-2024
901,341,24,25-05-2024
901,212,25,25-10-2024
901,409,26,13-04-2024
901,838,27,26-03-2024
901,551,28,01-06-2024
901,114,29,02-10-2024
901,256,30,21-05-2024
901,764,31,24-12-2023
901,5,32,30-06-2024
901,49,33,11-02-2024
901,417,34,02-11-2024
901,875,35,27-06-2024
901,69,36,02-02-2024
901,719,37,13-05-2024
901,842,38,17-09-2024
901,526,39,22-05-2024
901,98,40,06-07-2024
901,796,41,21-04-2024
863,32,1,16-08-2025
863,328,2,12-11-2024
863,112,3,20-11-2024
863,551,4,21-10-2024
863,355,5,24-05-2025
863,180,6,07-02-2025
863,9,7,08-02-2025
863,452,8,04-09-2025
863,794,9,28-04-2025
863,156,10,27-10-2024
